GeoFips,GeoName,LineCode,Description,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3
55000,Wisconsin,83,  Government and government enterprises,25536.5,25647.8,26509.2,25630.5,26752.6,26394.8,27595.6,26898.7,28422.7,27885.4,28170.9,28839.3,28882.3,29390.7,29684.7,30802.8,29732.1,31116.5,31368.2,32105.6,30774.6,31740.5,32701.4,32424.1,32484,32048.9,32503,31493.2,33293.8,32582.5,32600,33399.8,32512,33255.4,32303.8,33271.1,33171.5,33919.9,33290,34530.3,33197.2,34400.4,33173.2,34578,33763.1,34254.8,35458.2,33988.8,35311.1,34190.8,35681.4,34631.4,35394.7,35504,35786.3
56000,Wyoming,1,All industry total,25364.2,26532,27413.4,29400.9,30395.5,31992.8,33453.5,33778.5,34562.1,36196.1,36839.9,38811.9,40452.4,44023,44412.6,41273.8,38204.1,35620.9,35051,35292.9,37232.8,36992.9,37559.9,37819.2,38466.6,39717.9,39379.7,39918.7,39359.9,38780.7,37776.5,37809.8,39095.7,38721.9,39091.4,38780.8,38814.6,39526.6,39795,39352.8,38038.1,38025.7,37974.3,37018.2,35995.8,35938.2,35880.2,36122.6,37098.5,37959.2,37978.9,39110.8,39503.1,40384.2,40994.6
56000,Wyoming,2,  Private industries,21584.6,22796.8,23646.5,25535.2,26500.4,28026.3,29379.5,29566.4,30220.2,31725.5,32307.9,34168,35702.6,39195.2,39512.1,36307.4,33189.8,30546.2,29961.3,30219.7,31974.8,31751.9,32316.9,32656,33162.9,34438.4,34130.5,34556.2,33926.5,33270.1,32216,32164.2,33322.5,32837.3,33209.4,32807.5,32797.5,33503.1,33748,33292.2,31954.3,31969.5,31798.7,30923.4,29719,29738.6,29705.5,29979,30842.7,31684.9,31712.1,32900.4,33355,34205.5,34740.3
56000,Wyoming,3,"      Agriculture, forestry, fishing, and hunting",434.7,451.1,428.1,378.9,387.5,418.6,446.2,431.5,369.5,362.3,375.2,314.6,578.8,497.8,398.9,330.9,456,422.2,428.9,456.5,457.6,507.7,548.8,565.2,834.6,763.1,778.2,801.6,584.7,517.1,556.4,591.2,709.5,769.7,722,679.3,657.9,750,784,842.5,737.8,718.8,728.6,611.3,658.2,663.4,619.5,552.2,(D),(D),(D),(D),(D),(D),(D)
56000,Wyoming,6,"      Mining, quarrying, and oil and gas extraction",7181.1,8251.9,8747.9,10386.6,10543.2,11333.5,12054.9,11734.4,11878.2,12599.9,12526.4,13516.2,14137.8,17565.6,17675.5,15301.2,12816.3,11242.4,11056.5,11555.8,12623.1,12021.2,12051.4,12291.1,12680.4,13650.1,12935.5,12800.6,11480,10277.5,9426.3,9403.9,10067.1,10158.6,10625.4,9963.5,9895.2,9987.2,9670,8795.2,6851.2,6918.2,6653.7,6435.1,5571.6,6007.9,6254,6632.4,7048,7424.7,7490.3,8238.6,8251.1,8611.6,8875.9
56000,Wyoming,10,      Utilities,548.4,539.1,617.5,575.2,651.3,686.9,583.8,674.8,638.2,682.1,709.2,729.3,639.6,701.7,769.1,836.7,826.8,827.1,820.4,852.4,904.9,906.4,913.6,944.2,905,947.7,1003.4,950.5,929.8,957.3,985.3,966.3,963.6,966.7,969.5,1014.7,1009.7,973.2,988.7,983.1,997.9,978.1,1041.9,1026,1016.9,1022.8,1131.9,1087.7,1122.2,1190,1006.6,1182.3,1107.7,1123.7,1112.7
56000,Wyoming,11,      Construction,1341.8,1378.4,1447.8,1465.2,1614.9,1701.6,1716.4,1812.9,1926.8,1976.2,2074.9,2168.4,2410.1,2130.9,2227,2221.6,2145.2,2026.3,1981.5,1823.4,1929,1929.4,1949.1,1931,1781.7,1748.2,1867.1,1948.7,1952.9,2138.7,2042.6,1991.7,2089.9,2025.7,2037.8,2230.2,2270.8,2318.3,2322.9,2231.3,2324.8,2194.7,2187.6,2077.8,2064.4,2027.4,1969.7,1936.1,2011.9,2044.7,2020.6,2007.8,2079,2124.2,2182.8
56000,Wyoming,12,      Manufacturing,1458.4,1450.2,1512.5,1619.9,1632.3,1818.4,1929.3,2184.6,2399.5,2733.9,3010.5,3327.4,3602.5,3668.4,3505.2,2856,1997.9,1565.9,1343.6,1319.8,1545.3,1664,1734.6,1831.3,1848.2,1932.7,2146,2224.4,2442.9,2557.1,2532.7,2433.4,2174,1936.8,1784.4,1695.2,1625.7,1653.7,1762.4,1944.8,2227.3,2382.2,2487.8,2268.1,2010.7,1799.9,1674.4,1614.1,(D),(D),(D),(D),(D),(D),(D)
56000,Wyoming,13,          Durable goods manufacturing,316.7,318.3,309.9,314.6,315.7,322.7,322.8,333,342.5,364.3,372.3,381.7,377.7,390.6,410.1,437.6,406.2,384.2,382.6,369.4,363.8,362.4,386.4,389.4,395.7,401.4,408.4,434.5,453.6,454,434.8,428.1,442.3,435.4,427.6,425.5,446.5,459.5,471.4,486.1,497.8,503.3,509.4,474.8,453.9,418.8,403.6,410.5,(D),(D),(D),(D),(D),(D),(D)
56000,Wyoming,25,          Nondurable goods manufacturing,1141.7,1131.8,1202.6,1305.3,1316.6,1495.7,1606.5,1851.6,2057,2369.6,2638.2,2945.7,3224.8,3277.8,3095.2,2418.4,1591.7,1181.7,961,950.4,1181.5,1301.6,1348.2,1441.9,1452.5,1531.3,1737.6,1789.9,1989.3,2103.1,2097.9,2005.3,1731.7,1501.4,1356.9,1269.7,1179.2,1194.2,1291,1458.7,1729.4,1878.9,1978.3,1793.3,1556.8,1381.1,1270.8,1203.6,(D),(D),(D),(D),(D),(D),(D)
